block_idx,layer,out_features,in_features,params,fp16_weight_MB,fp16_flops,mp_format,mp_wbits,mp_block_size,mp_scale_dtype,mp_scale_bits,mp_weight_MB,mp_weight_flops,mp_scale_MB,mp_scale_flops,mp_total_MB,mp_total_flops,mp_eff_bits,nv_format,nv_wbits,nv_block_size,nv_scale_dtype,nv_scale_bits,nv_svd_rank,nv_weight_MB,nv_weight_flops,nv_scale_MB,nv_scale_flops,nv_svd_MB,nv_svd_flops,nv_total_MB,nv_total_flops,nv_eff_bits,mem_diff_pct,flops_diff_pct,phase1_IS,phase1_FID
1,attn2.to_v,1152,1152,1327104,2.65421,2654208,NVFP4,4,32,FP16,16,0.66355,2654208,0.08294,0,0.74649,2654208,4.5,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-28.32,-10.0,2.476,23.0232
1,attn2.to_out.0,1152,1152,1327104,2.65421,2654208,NVFP4,4,32,FP16,16,0.66355,2654208,0.08294,0,0.74649,2654208,4.5,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-28.32,-10.0,2.476,23.0232
1,ff.net.0.proj,4608,1152,5308416,10.61683,10616832,NVFP4,4,32,FP16,16,2.65421,10616832,0.33178,0,2.98599,10616832,4.5,NVFP4,4,16,FP8,8,64,2.65421,10616832,0.33178,0,0.73728,737280,3.72327,11354112,5.611,-19.8,-6.49,2.476,23.0232
1,ff.net.2,1152,4608,5308416,10.61683,10616832,NVFP4,4,32,FP16,16,2.65421,10616832,0.33178,0,2.98599,10616832,4.5,NVFP4,4,16,FP8,8,64,2.65421,10616832,0.33178,0,0.73728,737280,3.72327,11354112,5.611,-19.8,-6.49,2.476,23.0232
2,attn1.to_q,1152,1152,1327104,2.65421,2654208,MXFP6_E3M2,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.521,30.743
2,attn1.to_k,1152,1152,1327104,2.65421,2654208,MXFP6_E3M2,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.521,30.743
2,attn1.to_v,1152,1152,1327104,2.65421,2654208,MXFP6_E3M2,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.521,30.743
2,attn1.to_out.0,1152,1152,1327104,2.65421,2654208,MXFP6_E3M2,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.521,30.743
2,attn2.to_q,1152,1152,1327104,2.65421,2654208,MXFP6_E3M2,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.521,30.743
2,attn2.to_k,1152,1152,1327104,2.65421,2654208,MXFP6_E3M2,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.521,30.743
2,attn2.to_v,1152,1152,1327104,2.65421,2654208,MXFP6_E3M2,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.521,30.743
2,attn2.to_out.0,1152,1152,1327104,2.65421,2654208,MXFP6_E3M2,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.521,30.743
2,ff.net.0.proj,4608,1152,5308416,10.61683,10616832,MXFP6_E3M2,6,32,E8M0,8,3.98131,10616832,0.16589,0,4.1472,10616832,6.25,NVFP4,4,16,FP8,8,64,2.65421,10616832,0.33178,0,0.73728,737280,3.72327,11354112,5.611,11.39,-6.49,2.521,30.743
2,ff.net.2,1152,4608,5308416,10.61683,10616832,MXFP6_E3M2,6,32,E8M0,8,3.98131,10616832,0.16589,0,4.1472,10616832,6.25,NVFP4,4,16,FP8,8,64,2.65421,10616832,0.33178,0,0.73728,737280,3.72327,11354112,5.611,11.39,-6.49,2.521,30.743
3,attn1.to_q,1152,1152,1327104,2.65421,2654208,NVFP8,8,32,FP16,16,1.3271,2654208,0.08294,0,1.41004,2654208,8.5,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,35.4,-10.0,2.4863,14.5263
3,attn1.to_k,1152,1152,1327104,2.65421,2654208,NVFP8,8,32,FP16,16,1.3271,2654208,0.08294,0,1.41004,2654208,8.5,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,35.4,-10.0,2.4863,14.5263
3,attn1.to_v,1152,1152,1327104,2.65421,2654208,NVFP8,8,32,FP16,16,1.3271,2654208,0.08294,0,1.41004,2654208,8.5,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,35.4,-10.0,2.4863,14.5263
3,attn1.to_out.0,1152,1152,1327104,2.65421,2654208,NVFP8,8,32,FP16,16,1.3271,2654208,0.08294,0,1.41004,2654208,8.5,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,35.4,-10.0,2.4863,14.5263
3,attn2.to_q,1152,1152,1327104,2.65421,2654208,NVFP8,8,32,FP16,16,1.3271,2654208,0.08294,0,1.41004,2654208,8.5,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,35.4,-10.0,2.4863,14.5263
3,attn2.to_k,1152,1152,1327104,2.65421,2654208,NVFP8,8,32,FP16,16,1.3271,2654208,0.08294,0,1.41004,2654208,8.5,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,35.4,-10.0,2.4863,14.5263
3,attn2.to_v,1152,1152,1327104,2.65421,2654208,NVFP8,8,32,FP16,16,1.3271,2654208,0.08294,0,1.41004,2654208,8.5,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,35.4,-10.0,2.4863,14.5263
3,attn2.to_out.0,1152,1152,1327104,2.65421,2654208,NVFP8,8,32,FP16,16,1.3271,2654208,0.08294,0,1.41004,2654208,8.5,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,35.4,-10.0,2.4863,14.5263
3,ff.net.0.proj,4608,1152,5308416,10.61683,10616832,NVFP8,8,32,FP16,16,5.30842,10616832,0.33178,0,5.6402,10616832,8.5,NVFP4,4,16,FP8,8,64,2.65421,10616832,0.33178,0,0.73728,737280,3.72327,11354112,5.611,51.49,-6.49,2.4863,14.5263
3,ff.net.2,1152,4608,5308416,10.61683,10616832,NVFP8,8,32,FP16,16,5.30842,10616832,0.33178,0,5.6402,10616832,8.5,NVFP4,4,16,FP8,8,64,2.65421,10616832,0.33178,0,0.73728,737280,3.72327,11354112,5.611,51.49,-6.49,2.4863,14.5263
4,attn1.to_q,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.4541,15.2018
4,attn1.to_k,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.4541,15.2018
4,attn1.to_v,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.4541,15.2018
4,attn1.to_out.0,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.4541,15.2018
4,attn2.to_q,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.4541,15.2018
4,attn2.to_k,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.4541,15.2018
4,attn2.to_v,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.4541,15.2018
4,attn2.to_out.0,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.4541,15.2018
4,ff.net.0.proj,4608,1152,5308416,10.61683,10616832,MXFP8,8,32,E8M0,8,5.30842,10616832,0.16589,0,5.47431,10616832,8.25,NVFP4,4,16,FP8,8,64,2.65421,10616832,0.33178,0,0.73728,737280,3.72327,11354112,5.611,47.03,-6.49,2.4541,15.2018
4,ff.net.2,1152,4608,5308416,10.61683,10616832,MXFP8,8,32,E8M0,8,5.30842,10616832,0.16589,0,5.47431,10616832,8.25,NVFP4,4,16,FP8,8,64,2.65421,10616832,0.33178,0,0.73728,737280,3.72327,11354112,5.611,47.03,-6.49,2.4541,15.2018
5,attn1.to_q,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.5059,14.0199
5,attn1.to_k,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.5059,14.0199
5,attn1.to_v,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.5059,14.0199
5,attn1.to_out.0,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.5059,14.0199
5,attn2.to_q,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.5059,14.0199
5,attn2.to_k,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.5059,14.0199
5,attn2.to_v,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.5059,14.0199
5,attn2.to_out.0,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.5059,14.0199
5,ff.net.0.proj,4608,1152,5308416,10.61683,10616832,MXFP8,8,32,E8M0,8,5.30842,10616832,0.16589,0,5.47431,10616832,8.25,NVFP4,4,16,FP8,8,64,2.65421,10616832,0.33178,0,0.73728,737280,3.72327,11354112,5.611,47.03,-6.49,2.5059,14.0199
5,ff.net.2,1152,4608,5308416,10.61683,10616832,MXFP8,8,32,E8M0,8,5.30842,10616832,0.16589,0,5.47431,10616832,8.25,NVFP4,4,16,FP8,8,64,2.65421,10616832,0.33178,0,0.73728,737280,3.72327,11354112,5.611,47.03,-6.49,2.5059,14.0199
6,attn1.to_q,1152,1152,1327104,2.65421,2654208,MXFP6_E2M3,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.4429,18.6266
6,attn1.to_k,1152,1152,1327104,2.65421,2654208,MXFP6_E2M3,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.4429,18.6266
6,attn1.to_v,1152,1152,1327104,2.65421,2654208,MXFP6_E2M3,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.4429,18.6266
6,attn1.to_out.0,1152,1152,1327104,2.65421,2654208,MXFP6_E2M3,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.4429,18.6266
6,attn2.to_q,1152,1152,1327104,2.65421,2654208,MXFP6_E2M3,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.4429,18.6266
6,attn2.to_k,1152,1152,1327104,2.65421,2654208,MXFP6_E2M3,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.4429,18.6266
6,attn2.to_v,1152,1152,1327104,2.65421,2654208,MXFP6_E2M3,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.4429,18.6266
6,attn2.to_out.0,1152,1152,1327104,2.65421,2654208,MXFP6_E2M3,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.4429,18.6266
6,ff.net.0.proj,4608,1152,5308416,10.61683,10616832,MXFP6_E2M3,6,32,E8M0,8,3.98131,10616832,0.16589,0,4.1472,10616832,6.25,NVFP4,4,16,FP8,8,64,2.65421,10616832,0.33178,0,0.73728,737280,3.72327,11354112,5.611,11.39,-6.49,2.4429,18.6266
6,ff.net.2,1152,4608,5308416,10.61683,10616832,MXFP6_E2M3,6,32,E8M0,8,3.98131,10616832,0.16589,0,4.1472,10616832,6.25,NVFP4,4,16,FP8,8,64,2.65421,10616832,0.33178,0,0.73728,737280,3.72327,11354112,5.611,11.39,-6.49,2.4429,18.6266
7,attn1.to_q,1152,1152,1327104,2.65421,2654208,MXFP6_E3M2,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.4762,28.1143
7,attn1.to_k,1152,1152,1327104,2.65421,2654208,MXFP6_E3M2,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.4762,28.1143
7,attn1.to_v,1152,1152,1327104,2.65421,2654208,MXFP6_E3M2,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.4762,28.1143
7,attn1.to_out.0,1152,1152,1327104,2.65421,2654208,MXFP6_E3M2,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.4762,28.1143
7,attn2.to_q,1152,1152,1327104,2.65421,2654208,MXFP6_E3M2,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.4762,28.1143
7,attn2.to_k,1152,1152,1327104,2.65421,2654208,MXFP6_E3M2,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.4762,28.1143
7,attn2.to_v,1152,1152,1327104,2.65421,2654208,MXFP6_E3M2,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.4762,28.1143
7,attn2.to_out.0,1152,1152,1327104,2.65421,2654208,MXFP6_E3M2,6,32,E8M0,8,0.99533,2654208,0.04147,0,1.0368,2654208,6.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,-0.44,-10.0,2.4762,28.1143
7,ff.net.0.proj,4608,1152,5308416,10.61683,10616832,MXFP6_E3M2,6,32,E8M0,8,3.98131,10616832,0.16589,0,4.1472,10616832,6.25,NVFP4,4,16,FP8,8,64,2.65421,10616832,0.33178,0,0.73728,737280,3.72327,11354112,5.611,11.39,-6.49,2.4762,28.1143
7,ff.net.2,1152,4608,5308416,10.61683,10616832,MXFP6_E3M2,6,32,E8M0,8,3.98131,10616832,0.16589,0,4.1472,10616832,6.25,NVFP4,4,16,FP8,8,64,2.65421,10616832,0.33178,0,0.73728,737280,3.72327,11354112,5.611,11.39,-6.49,2.4762,28.1143
8,attn1.to_q,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.4626,19.2164
8,attn1.to_k,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.4626,19.2164
8,attn1.to_v,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.4626,19.2164
8,attn1.to_out.0,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.4626,19.2164
8,attn2.to_q,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.4626,19.2164
8,attn2.to_k,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.4626,19.2164
8,attn2.to_v,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.4626,19.2164
8,attn2.to_out.0,1152,1152,1327104,2.65421,2654208,MXFP8,8,32,E8M0,8,1.3271,2654208,0.04147,0,1.36857,2654208,8.25,NVFP4,4,16,FP8,8,64,0.66355,2654208,0.08294,0,0.29491,294912,1.0414,2949120,6.278,31.42,-10.0,2.4626,19.2164
